"c_host_gene_response_id","c_pathogen_id","c_description","c_host_response_id","c_gene_id","c_curation_flag","c_response_type_vo_id","c_response_type_vo_id2"
945,59,"YF-Vax induced up-regulation of UBA7 in PBMC's extracted from human subjects: 1.18 fold change at day 3, 1.37 fold change at day 7, and 1.11 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2115,10,VO_0000569,
946,59,"YF-Vax induced up-regulation of CASP1 in PBMC's extracted from human subjects: 1.23 fold change at day 3, 1.37 fold change at day 7, and 1.23 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,1438,10,VO_0000569,
947,59,"YF-Vax induced up-regulation of HK3 in PBMC's extracted from human subjects: 1.42 fold change at day 3, 1.37 fold change at day 7, and 1.12 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2116,10,VO_0000569,
948,59,"YF-Vax induced up-regulation of GADD45B in PBMC's extracted from human subjects: 1.17 fold change at day 3, 1.37 fold change at day 7, and 1.24 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2117,10,VO_0000569,
949,59,"YF-Vax induced up-regulation of RNH1 in PBMC's extracted from human subjects: 1.30 fold change at day 3, 1.37 fold change at day 7, and 1.06 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2118,10,VO_0000569,
950,59,"YF-Vax induced up-regulation of NAGA in PBMC's extracted from human subjects: 1.24 fold change at day 3, 1.37 fold change at day 7, and 1.13 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2119,10,VO_0000569,
951,59,"YF-Vax induced up-regulation of STAB1 in PBMC's extracted from human subjects: 1.22 fold change at day 3, 1.37 fold change at day 7, and 1.10 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2120,10,VO_0000569,
952,59,"YF-Vax induced up-regulation of UNC93B1 in PBMC's extracted from human subjects: 1.16 fold change at day 3, 1.37 fold change at day 7, and 1.15 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2121,10,VO_0000569,
953,59,"YF-Vax induced up-regulation of OASL in PBMC's extracted from human subjects: 1.10 fold change at day 3, 1.36 fold change at day 7, and 1.11 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,1784,10,VO_0000569,
954,59,"YF-Vax induced up-regulation of FLVCR2 in PBMC's extracted from human subjects: 1.19 fold change at day 3, 1.36 fold change at day 7, and 1.12 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2474,10,VO_0000569,
955,59,"YF-Vax induced up-regulation of FCER1G in PBMC's extracted from human subjects: 1.34 fold change at day 3, 1.36 fold change at day 7, and 1.12 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2123,10,VO_0000569,
956,59,"YF-Vax induced up-regulation of NLRP3 in PBMC's extracted from human subjects: 1.16 fold change at day 3, 1.36 fold change at day 7, and 1.04 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2124,10,VO_0000569,
957,59,"YF-Vax induced up-regulation of PCK2 in PBMC's extracted from human subjects: 1.27 fold change at day 3, 1.36 fold change at day 7, and 1.15 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2125,10,VO_0000569,
958,59,"YF-Vax induced up-regulation of ZFYVE26 in PBMC's extracted from human subjects: 1.18 fold change at day 3, 1.36 fold change at day 7, and 1.09 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2126,10,VO_0000569,
959,59,"YF-Vax induced up-regulation of SLC37A2 in PBMC's extracted from human subjects: 1.25 fold change at day 3, 1.36 fold change at day 7, and 1.11 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2127,10,VO_0000569,
960,59,"YF-Vax induced up-regulation of ACTA2 in PBMC's extracted from human subjects: 1.15 fold change at day 3, 1.36 fold change at day 7, and 1.21 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2128,10,VO_0000569,
961,59,"YF-Vax induced up-regulation of ACOT9 in PBMC's extracted from human subjects: 1.18 fold change at day 3, 1.36 fold change at day 7, and 1.15 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2130,10,VO_0000569,
962,59,"YF-Vax induced up-regulation of SOCS1 in PBMC's extracted from human subjects: 1.11 fold change at day 3, 1.36 fold change at day 7, and 1.17 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2129,10,VO_0000569,
963,59,"YF-Vax induced up-regulation of TICAM1 in PBMC's extracted from human subjects: 1.19 fold change at day 3, 1.36 fold change at day 7, and 1.07 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,1505,10,VO_0000569,
964,59,"YF-Vax induced up-regulation of SUSD1 in PBMC's extracted from human subjects: 1.26 fold change at day 3, 1.36 fold change at day 7, and 1.12 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2131,10,VO_0000569,
965,59,"YF-Vax induced up-regulation of CCL8 in PBMC's extracted from human subjects: 1.03 fold change at day 3, 1.36 fold change at day 7, and 1.03 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2132,10,VO_0000569,
966,59,"YF-Vax induced up-regulation of GZMB in PBMC's extracted from human subjects: 1.16 fold change at day 3, 1.36 fold change at day 7, and 1.16 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,1817,10,VO_0000569,
967,59,"YF-Vax induced up-regulation of CD163 in PBMC's extracted from human subjects: 1.14 fold change at day 3, 1.36 fold change at day 7, and 1.04 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2133,10,VO_0000569,
968,59,"YF-Vax induced up-regulation of ADA in PBMC's extracted from human subjects: 1.26 fold change at day 3, 1.35 fold change at day 7, and 1.28 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2134,10,VO_0000569,
969,59,"YF-Vax induced up-regulation of IL15 in PBMC's extracted from human subjects: 1.13 fold change at day 3, 1.35 fold change at day 7, and 1.16 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,1202,10,VO_0000569,
970,59,"YF-Vax induced up-regulation of DYNLT1 in PBMC's extracted from human subjects: 1.14 fold change at day 3, 1.35 fold change at day 7, and 1.16 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2136,10,VO_0000569,
971,59,"YF-Vax induced up-regulation (and down-regulation) of CD36 in PBMC's extracted from human subjects: 1.22 fold change at day 3, 1.35 fold change at day 7, and -1.02 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,1585,10,VO_0000569,
972,59,"YF-Vax induced up-regulation of SERTAD1 in PBMC's extracted from human subjects: 1.19 fold change at day 3, 1.34 fold change at day 7, and 1.00 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2138,10,VO_0000569,
973,59,"YF-Vax induced up-regulation of SIL1 in PBMC's extracted from human subjects: 1.16 fold change at day 3, 1.34 fold change at day 7, and 1.13 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2139,10,VO_0000569,
974,59,"YF-Vax induced up-regulation of SQRDL in PBMC's extracted from human subjects: 1.15 fold change at day 3, 1.34 fold change at day 7, and 1.11 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2140,10,VO_0000569,
975,59,"YF-Vax induced up-regulation of TNS3 in PBMC's extracted from human subjects: 1.17 fold change at day 3, 1.34 fold change at day 7, and 1.05 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2141,10,VO_0000569,
976,59,"YF-Vax induced up-regulation of SORT1 in PBMC's extracted from human subjects: 1.24 fold change at day 3, 1.34 fold change at day 7, and 1.08 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2142,10,VO_0000569,
977,59,"YF-Vax induced up-regulation of FAM8A1 in PBMC's extracted from human subjects: 1.07 fold change at day 3, 1.34 fold change at day 7, and 1.37 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2143,10,VO_0000569,
978,59,"YF-Vax induced up-regulation of MT1F in PBMC's extracted from human subjects: 1.21 fold change at day 3, 1.34 fold change at day 7, and 1.25 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2144,10,VO_0000569,
979,59,"YF-Vax induced up-regulation of DPYSL2 in PBMC's extracted from human subjects: 1.22 fold change at day 3, 1.34 fold change at day 7, and 1.09 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2145,10,VO_0000569,
980,59,"YF-Vax induced up-regulation of RNF135 in PBMC's extracted from human subjects: 1.18 fold change at day 3, 1.33 fold change at day 7, and 1.13 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2146,10,VO_0000569,
981,59,"YF-Vax induced up-regulation of HLA-A in PBMC's extracted from human subjects: 1.21 fold change at day 3, 1.33 fold change at day 7, and 1.20 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2147,10,VO_0000569,
982,59,"YF-Vax induced up-regulation of GORASP1 in PBMC's extracted from human subjects: 1.18 fold change at day 3, 1.33 fold change at day 7, and 1.03 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2148,10,VO_0000569,
983,59,"YF-Vax induced up-regulation of MARCKS in PBMC's extracted from human subjects: 1.14 fold change at day 3, 1.33 fold change at day 7, and 1.09 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2149,10,VO_0000569,
984,59,"YF-Vax induced up-regulation (and down-regulation) of ALDH3B1 in PBMC's extracted from human subjects: 1.39 fold change at day 3, 1.33 fold change at day 7, and -1.01 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2150,10,VO_0000569,
985,59,"YF-Vax induced up-regulation of PATL1 in PBMC's extracted from human subjects: 1.08 fold change at day 3, 1.33 fold change at day 7, and 1.06 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2152,10,VO_0000569,
986,59,"YF-Vax induced up-regulation of GNGT2 in PBMC's extracted from human subjects: 1.24 fold change at day 3, 1.32 fold change at day 7, and 1.15 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2153,10,VO_0000569,
987,59,"YF-Vax induced up-regulation of ANKRD22 in PBMC's extracted from human subjects: 1.03 fold change at day 3, 1.32 fold change at day 7, and 1.21 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2154,10,VO_0000569,
988,59,"YF-Vax induced up-regulation of RAB8A in PBMC's extracted from human subjects: 1.22 fold change at day 3, 1.32 fold change at day 7, and 1.14 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2155,10,VO_0000569,
989,59,"YF-Vax induced up-regulation of PPM1K in PBMC's extracted from human subjects: 1.04 fold change at day 3, 1.32 fold change at day 7, and 1.01 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2156,10,VO_0000569,
990,59,"YF-Vax induced up-regulation of TTC38 in PBMC's extracted from human subjects: 1.19 fold change at day 3, 1.32 fold change at day 7, and 1.15 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2157,10,VO_0000569,
991,59,"YF-Vax induced up-regulation of EMILIN2 in PBMC's extracted from human subjects: 1.20 fold change at day 3, 1.32 fold change at day 7, and -1.02 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2158,10,VO_0000569,
992,59,"YF-Vax induced up-regulation of NMI in PBMC's extracted from human subjects: 1.13 fold change at day 3, 1.32 fold change at day 7, and 1.23 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2159,10,VO_0000569,
993,59,"YF-Vax induced up-regulation of RIPK3 in PBMC's extracted from human subjects: 1.14 fold change at day 3, 1.32 fold change at day 7, and 1.12 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2160,10,VO_0000569,
994,59,"YF-Vax induced up-regulation of PSME1 in PBMC's extracted from human subjects: 1.15 fold change at day 3, 1.32 fold change at day 7, and 1.13 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2161,10,VO_0000569,
995,59,"YF-Vax induced up-regulation of RTCB in PBMC's extracted from human subjects: 1.06 fold change at day 3, 1.32 fold change at day 7, and 1.08 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2162,10,VO_0000569,
996,59,"YF-Vax induced up-regulation of APOL3 in PBMC's extracted from human subjects: 1.08 fold change at day 3, 1.32 fold change at day 7, and 1.20 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2163,10,VO_0000569,
997,59,"YF-Vax induced up-regulation of LDLR in PBMC's extracted from human subjects: 1.11 fold change at day 3, 1.31 fold change at day 7, and 1.09 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2164,10,VO_0000569,
998,59,"YF-Vax induced up-regulation of SIGLEC5 in PBMC's extracted from human subjects: 1.24 fold change at day 3, 1.31 fold change at day 7, and 1.08 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2165,10,VO_0000569,
999,59,"YF-Vax induced up-regulation of GNA15 in PBMC's extracted from human subjects: 1.24 fold change at day 3, 1.31 fold change at day 7, and 1.04 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2166,10,VO_0000569,
1000,59,"YF-Vax induced up-regulation of NPC2 in PBMC's extracted from human subjects: 1.18 fold change at day 3, 1.31 fold change at day 7, and 1.11 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2167,10,VO_0000569,
1001,59,"YF-Vax induced up-regulation of MS4A7 in PBMC's extracted from human subjects: 1.42 fold change at day 3, 1.31 fold change at day 7, and 1.10 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2168,10,VO_0000569,
1002,59,"YF-Vax induced up-regulation of NAPA in PBMC's extracted from human subjects: 1.18 fold change at day 3, 1.31 fold change at day 7, and 1.13 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2169,10,VO_0000569,
1003,59,"YF-Vax induced up-regulation of KYNU in PBMC's extracted from human subjects: 1.19 fold change at day 3, 1.31 fold change at day 7, and 1.11 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2170,10,VO_0000569,
1004,59,"YF-Vax induced up-regulation of KYNU in PBMC's extracted from human subjects: 1.19 fold change at day 3, 1.31 fold change at day 7, and 1.11 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2170,10,VO_0000569,
1005,59,"YF-Vax induced up-regulation of NOD2 in PBMC's extracted from human subjects: 1.08 fold change at day 3, 1.30 fold change at day 7, and 1.16 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,1576,10,VO_0000569,
1006,59,"YF-Vax induced up-regulation of OGFR in PBMC's extracted from human subjects: 1.23 fold change at day 3, 1.30 fold change at day 7, and 1.06 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2171,10,VO_0000569,
1007,59,"YF-Vax induced up-regulation of PHACTR2 in PBMC's extracted from human subjects: 1.09 fold change at day 3, 1.30 fold change at day 7, and 1.12 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2172,10,VO_0000569,
1008,59,"YF-Vax induced up-regulation of KCNMB1 in PBMC's extracted from human subjects: 1.19 fold change at day 3, 1.30 fold change at day 7, and 1.09 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2173,10,VO_0000569,
1009,59,"YF-Vax induced up-regulation of SLC2A6 in PBMC's extracted from human subjects: 1.32 fold change at day 3, 1.29 fold change at day 7, and 1.08 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,1794,10,VO_0000569,
1010,59,"YF-Vax induced up-regulation of NUSAP1 in PBMC's extracted from human subjects: 1.03 fold change at day 3, 1.27 fold change at day 7, and 1.47 fold change at day 10 after vaccination [Ref2892:Gaucher et al., 2008]",1635,2174,10,VO_0000569,
